geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,NSCLC,SCLC
IMMP1L,14.19821665,-0.156565387,0.19313062,-0.810670972,0.417554647,0.889826242,0,0
MAGOH,9.519850387,-0.131084576,0.161757664,-0.810376292,0.41772394,0.889826242,0,0
TPRXL,1.227841492,0.958952849,1.183450909,0.810302178,0.417766524,,0,0
NT5DC1,28.78789795,-0.126198477,0.155770988,-0.810153923,0.417851716,0.889826242,0,0
TYW1B,4.264317202,0.231736623,0.286040399,0.810153475,0.417851973,,0,0
MYLK-AS1,0.768031446,-0.619885815,0.765464382,-0.809816667,0.418045552,,0,0
BRSK1,0.784802148,-0.555709424,0.686275038,-0.809747394,0.418085373,,0,0
TGFBI,30.55109128,0.186163336,0.22990332,0.809746185,0.418086068,0.889826242,0,0
RHOBTB1,5.352246737,0.181575002,0.224255173,0.809680327,0.418123928,0.889826242,0,0
CACNA1B,0.870200549,1.400338683,1.729690739,0.809589051,0.418176403,,0,0
BAG3,13.37871553,0.192947184,0.238336593,0.809557531,0.418194525,0.889826242,0,0
CNGA1,0.871933171,-0.882575434,1.090208484,-0.809547392,0.418200354,,0,0
BBX,42.15253741,-0.207811519,0.256741607,-0.809418938,0.418274212,0.889826242,0,0
DDX5,95.20064734,-0.095342082,0.117794796,-0.809391286,0.418290113,0.889826242,0,0
STT3B,33.2924208,-0.146304456,0.180780225,-0.809294582,0.418345722,0.889826242,0,0
RGPD1,3.228018733,-0.449771924,0.555883695,-0.809111561,0.418450979,,0,0
GLIS3,65.98841915,-0.218462067,0.270045766,-0.808981641,0.418525706,0.889826242,0,0
LZIC,5.035813099,0.130774432,0.161654608,0.808974355,0.418529897,,0,0
OMA1,12.56885489,-0.130900492,0.161850793,-0.80877263,0.418645942,0.889826242,0,0
RHOU,50.74862724,-0.322113521,0.398289233,-0.808742728,0.418663145,0.889826242,0,0
LOC388906,0.339815475,0.605061296,0.748200862,0.808688317,0.41869445,,0,0
IQSEC1,20.85392371,0.20665021,0.255540079,0.80868023,0.418699103,0.889826242,0,0
UBR1,15.82258075,-0.158573339,0.196093139,-0.808663371,0.418708803,0.889826242,0,0
SLFN13,3.383770266,-0.19094836,0.236169253,-0.808523367,0.41878936,,0,0
ARAF,7.088767565,-0.102735158,0.127072302,-0.808477978,0.418815478,0.889826242,1,0
GRAMD4,8.481271413,0.161459493,0.199732226,0.808379782,0.418871987,0.889826242,0,0
SLC9A9,36.93200315,-0.302276422,0.373968009,-0.808294867,0.418920857,0.889826242,0,0
CDC20,3.727024026,0.2995679,0.370647057,0.808229539,0.418958456,,0,0
BRF1,8.062506002,0.130769824,0.161822657,0.808105776,0.419029693,0.889826242,0,0
USP14,11.2529132,0.108748228,0.134596804,0.807955499,0.419116201,0.889826242,0,0
C6ORF165,0.598049681,0.587633628,0.727318291,0.807945621,0.419121887,,0,0
ZNF329,1.85628571,0.195205325,0.241621047,0.807898681,0.419148911,,0,0
IGFLR1,0.384840957,0.793111967,0.981886903,0.807742688,0.419238724,,0,0
WBP2NL,0.600526846,0.689237311,0.853442863,0.807596315,0.419323009,,0,0
CUL7,5.066415147,-0.117154098,0.145070318,-0.807567664,0.419339508,,0,0
TNFRSF13C,0.806489739,-0.38052861,0.471220049,-0.80753909,0.419355963,,0,0
APOBEC3G,3.641861436,0.260838694,0.323087472,0.8073315,0.419475521,,0,0
SNORA62,0.7254073,-0.833645824,1.032647827,-0.807289573,0.41949967,,0,0
CACNB1,5.772312966,0.211148011,0.261571199,0.807229587,0.419534223,0.889898132,0,0
STAT2,16.92397975,-0.098708763,0.122307041,-0.80705708,0.419633598,0.889898132,0,0
LRP8,5.567763054,0.225351047,0.279230187,0.807043998,0.419641135,0.889898132,0,0
ZSWIM1,2.074133347,-0.166646192,0.206499174,-0.807006577,0.419662694,,0,0
LOC595101,1.537352163,-0.521263523,0.645942962,-0.80698073,0.419677585,,0,0
EID2,1.938620459,0.188863814,0.234067157,0.806878743,0.419736347,,0,0
PSMC3IP,0.393343932,0.584564797,0.724655328,0.806679775,0.419850999,,0,0
CDC25B,8.221446127,0.14833482,0.183929735,0.806475471,0.419968746,0.889898132,0,0
NEU3,4.622879944,-0.147884282,0.183396014,-0.806365846,0.420031934,,0,0
YIF1A,9.332806065,0.151275098,0.187612684,0.806315939,0.420060702,0.889898132,0,0
KLHL17,1.376623203,-0.228391839,0.283256008,-0.806308896,0.420064763,,0,0
COQ5,3.328506595,-0.136033797,0.168729253,-0.806225325,0.420112939,,0,0
MTPN,5.927126998,-0.628342741,0.779533479,-0.806049718,0.420214183,0.889898132,0,0
TMED10P1,0.376628878,0.379613136,0.470991184,0.805987774,0.420249898,,0,0
ATP5H,42.51310959,0.136126642,0.168923104,0.805849754,0.420329486,0.889898132,0,0
SSRP1,11.92046082,0.129110506,0.160244969,0.805707084,0.420411764,0.889898132,0,0
PLAC9,1.685573449,0.263056731,0.326525379,0.80562415,0.420459597,,0,0
ZSCAN16,3.281111422,0.171822072,0.213336831,0.805402759,0.4205873,,0,0
HACE1,9.113387025,-0.134446169,0.16694772,-0.80531899,0.420635626,0.889898132,0,0
SLC15A3,4.414151165,0.180400471,0.224020848,0.805284296,0.420655642,,0,0
RBM3,44.91503039,-0.12964054,0.161013989,-0.80515079,0.42073267,0.889898132,0,0
MICB,0.669466577,-0.564137169,0.700704804,-0.805099617,0.420762197,,0,0
WIPI2,8.910037225,-0.112392857,0.139602563,-0.805091645,0.420766797,0.889898132,0,0
C14ORF132,2.355161513,0.192992072,0.239735504,0.805020821,0.420807665,,0,0
C1GALT1,32.61987046,-0.191516262,0.237915387,-0.804976358,0.420833323,0.889898132,0,0
MAML3,79.53176692,-0.185741002,0.230752073,-0.804937524,0.420855733,0.889898132,0,0
ZNF559,1.257117307,-0.323042202,0.401417983,-0.804752693,0.420962406,,0,0
KIF16B,24.90005987,0.212049125,0.263507406,0.804717897,0.42098249,0.889898132,0,0
RECQL5,4.007734444,0.181733763,0.225901415,0.804482621,0.421118302,,0,0
CERS6,4.170629042,-0.602742579,0.749289642,-0.804418672,0.421155221,,0,0
TEC,6.032128836,-0.208953865,0.259777689,-0.804356468,0.421191134,0.889898132,0,0
CAPZB,31.28632062,-0.124668633,0.154997019,-0.804329227,0.421206862,0.889898132,0,0
MRPL52,8.990537132,0.208797265,0.259593592,0.804323647,0.421210085,0.889898132,0,0
LDHB,63.62612861,0.217498661,0.270423237,0.804289836,0.421229606,0.889898132,0,0
TOR1A,4.234420939,-0.117017306,0.145503496,-0.804223329,0.421268008,,0,0
UBA5,5.00188771,0.127875629,0.159030998,0.804092475,0.42134357,,0,0
TCTN2,2.486750053,-0.147761535,0.183764841,-0.804079467,0.421351082,,0,0
RAB11FIP4,5.120298807,0.151825342,0.188826589,0.804046412,0.421370172,,0,0
PDE6B,1.201337992,-0.255465361,0.317814851,-0.803818198,0.421501978,,0,0
TTPAL,3.144390802,0.154241348,0.191929002,0.803637524,0.421606345,,0,0
TCF4,78.80132339,-0.256632312,0.319363178,-0.803575143,0.421642383,0.889898132,0,0
USP5,6.934965674,0.162357103,0.202049119,0.803552642,0.421655383,0.889898132,0,0
SMARCA4,16.43357133,-0.136289465,0.169649502,-0.803359063,0.421767229,0.889898132,0,0
ERF,9.643807536,-0.150908573,0.187849113,-0.803349938,0.421772502,0.889898132,0,0
SNX3,19.28994195,0.10018348,0.124723893,0.803242079,0.421834828,0.889898132,0,0
UCKL1-AS1,0.551562687,-0.392562298,0.488761674,-0.803177334,0.421872244,,0,0
ZNF574,1.588377785,-0.190163801,0.236790619,-0.803088405,0.421923639,,0,0
MGMT,13.00841096,0.185492917,0.230990684,0.803032026,0.421956224,0.889898132,0,0
PLEKHA8P1,0.817057399,0.295752845,0.368379911,0.802847377,0.422062955,,0,0
CUL4B,12.60551856,-0.116315376,0.144879712,-0.802841024,0.422066627,0.889898132,0,0
FUCA2,9.274273076,0.135627865,0.168962595,0.802709406,0.422142715,0.889898132,0,0
C10ORF28,13.77498598,0.402557202,0.501522705,0.802669944,0.42216553,0.889898132,0,0
LOC100294145,0.600277808,-0.392004619,0.488510461,-0.802448771,0.422293411,,0,0
PPP1R15A,11.02202201,0.155947082,0.194357037,0.80237425,0.422336503,0.88999052,0,0
C4ORF3,12.64094485,0.117630956,0.146648219,0.802130135,0.422477685,0.88999052,0,0
EIF4A2,225.5949959,-0.335683641,0.418550475,-0.802014718,0.422544445,0.88999052,0,0
DUSP2,1.88715993,-0.291111348,0.363075131,-0.801793685,0.422672312,,0,0
BDP1,10.84989738,0.115771772,0.144399605,0.80174577,0.422700034,0.890072737,0,0
LOC644554,0.370015986,-0.700870594,0.874349377,-0.801591003,0.422789583,,0,0
POU5F1,0.616650676,0.83383908,1.0402323,0.801589299,0.42279057,,0,0
TP73,1.63525823,0.353054753,0.440546287,0.801402176,0.422898856,,0,0
STK17B,47.38322279,-0.187922683,0.234505215,-0.801358225,0.422924292,0.890072737,0,0
SLC25A3,47.17037021,0.132858039,0.165801902,0.801305881,0.422954587,0.890072737,0,0
TNIP2,4.545897711,0.130099971,0.162371382,0.801249389,0.422987284,,0,0
PPFIA1,18.22379946,0.157544419,0.196655114,0.801120375,0.423061962,0.890072737,0,0
GIMAP2,2.996195063,0.196321104,0.245068663,0.801086118,0.423081792,,0,0
MXRA7,17.92404771,0.148944582,0.185967524,0.80091716,0.423179605,0.890072737,0,0
XRCC1,4.613286728,0.122402983,0.152836544,0.8008751,0.423203957,,0,0
LOC100329109,0.76528001,0.386143512,0.482166184,0.800851501,0.42321762,,0,0
SMAP1,17.64141065,-0.163334936,0.203967466,-0.800789161,0.423253715,0.890072737,0,0
CSPG5,0.51451292,0.473865676,0.59177974,0.800746703,0.423278299,,0,0
FAM166B,0.441910854,0.910862668,1.137581686,0.800700889,0.423304828,,0,0
FAM208B,5.179598911,-0.615532832,0.76898703,-0.800446312,0.423452258,,0,0
FBXO38,19.081559,-0.126206811,0.157681303,-0.800391735,0.423483868,0.890217538,0,0
PRDM2,31.54013248,-0.115596511,0.144444283,-0.800284433,0.42354602,0.890217538,0,0
TIMM50,6.795405572,0.158790276,0.198515105,0.799890141,0.42377445,0.890462769,0,0
PIEZO2,2.67094518,-0.633431968,0.791932664,-0.799855843,0.423794324,,0,0
PCDHB10,0.372876782,0.446852645,0.558788549,0.799681107,0.423895582,,0,0
C1ORF43,27.02271979,0.127984793,0.160062198,0.799594125,0.423945992,0.890588365,0,0
HABP4,3.044454109,-0.170823097,0.213773311,-0.79908524,0.424240987,,0,0
PEF1,9.340740347,-0.104650414,0.13100148,-0.798849097,0.424377918,0.891091554,0,0
MTHFS,3.686659344,0.257263939,0.322115854,0.798668974,0.424482382,,0,0
PNRC2,12.54411825,0.141831191,0.177599438,0.798601579,0.424521472,0.891091554,0,0
PPP1R11,3.349877403,-0.532829053,0.667300627,-0.798484268,0.424589519,,0,0
IVNS1ABP,34.74359899,-0.123010029,0.154057852,-0.79846647,0.424599843,0.891091554,0,0
AKAP10,19.65031008,-0.132877007,0.166460858,-0.798247761,0.424726726,0.891091554,0,0
ZNF121,6.565386855,0.128337938,0.160780805,0.798216793,0.424744694,0.891091554,0,0
ITGB7,2.116610877,0.208554291,0.261352847,0.797979796,0.424882215,,0,0
PCDHB16,0.777399247,0.395557732,0.49571208,0.79795863,0.424894498,,0,0
SYNDIG1,0.163517656,-1.334037205,1.672175493,-0.797785406,0.424995032,,0,0
CCDC72,35.84209891,0.44857395,0.56247964,0.797493665,0.425164381,0.891737243,0,0
IL15RA,5.246886771,0.16350976,0.205086711,0.797271353,0.425293454,,0,0
DOCK11,12.77679449,-0.17933089,0.225000465,-0.797024532,0.425436784,0.891821966,0,0
PPTC7,12.25205167,0.161906854,0.203139218,0.797024108,0.42543703,0.891821966,0,0
SPATA24,0.84847993,-0.339688234,0.426212637,-0.796992403,0.425455443,,0,0
PKP2,2.006612383,0.283434857,0.355726047,0.796778476,0.425579698,,0,0
VPS54,32.91362051,0.117471942,0.147463974,0.796614518,0.425674943,0.891821966,0,0
ATP5I,39.74264031,0.228244551,0.2865376,0.796560561,0.42570629,0.891821966,0,0
AFAP1-AS1,2.885192688,0.37698675,0.473304027,0.796500195,0.425741362,,0,0
TUFT1,13.92212118,-0.207603426,0.260657516,-0.79646054,0.425764402,0.891821966,0,0
GJB5,0.790158097,0.760307159,0.954788555,0.79630946,0.425852189,,0,0
EXO1,1.55175855,0.3443165,0.432506665,0.796095246,0.425976677,,0,0
FER1L4,4.874514042,0.284210072,0.357042088,0.796012799,0.426024596,,0,0
RRP9,2.172197252,0.172125577,0.216245097,0.795974472,0.426046873,,0,0
CYP1B1,7.131862526,0.167168487,0.210050206,0.795850147,0.42611914,0.892330437,0,0
RBM18,2.856513688,-0.159138869,0.19996916,-0.79581706,0.426138374,,0,0
CALML4,3.784562322,0.156023476,0.196070142,0.795753367,0.426175401,,0,0
EPHX4,0.322348097,-0.479904769,0.603151387,-0.795662216,0.426228394,,0,0
SGOL2,1.843591846,-0.236373461,0.297079412,-0.795657495,0.426231139,,0,0
CDK5R1,0.83861382,-0.377328774,0.474418318,-0.795350348,0.426409734,,0,0
PPIH,10.04594117,0.141540432,0.177961593,0.795342575,0.426414254,0.892614719,0,0
TUSC2,2.47957488,0.157922107,0.19861251,0.795126686,0.426539813,,0,0
FAM103A1,3.4294018,0.259394764,0.326239331,0.795105738,0.426551997,,0,0
ANKDD1A,5.704531014,-0.15945353,0.20057533,-0.794980767,0.42662469,0.892614719,0,0
RTF1,5.857961926,0.137127535,0.17249226,0.7949779,0.426626358,0.892614719,0,0
GLS2,1.893475022,-0.211164464,0.265649285,-0.794899425,0.426672009,,0,0
FOXD2,0.192596382,-0.910702795,1.145802027,-0.794816882,0.426720029,,0,0
ASPH,121.8477124,0.207674511,0.26130657,0.794754266,0.426756459,0.892614719,0,0
USP51,0.849712449,-0.313676947,0.394737235,-0.794647474,0.426818594,,0,0
KLHDC4,10.79852947,0.175724825,0.221199357,0.794418338,0.426951932,0.892614719,0,0
CYP2C19,0.723983193,-0.948398662,1.193849614,-0.794403793,0.426960397,,0,0
C10ORF95,1.218768549,0.383866,0.48330315,0.794255117,0.427046927,,0,0
C14ORF43,6.40016269,0.35984585,0.453121433,0.794148818,0.427108801,0.892614719,0,0
ACIN1,21.92446044,0.111598443,0.140534029,0.794102635,0.427135684,0.892614719,0,0
ENG,8.717310851,0.1436722,0.181005221,0.793746163,0.42734322,0.892614719,0,0
TRHDE,0.37575702,0.867913751,1.093495225,0.793706028,0.42736659,,0,0
ATP6V1F,19.62122205,-0.132842782,0.167373693,-0.793689736,0.427376077,0.892614719,0,0
LOC407835,3.489976706,-0.610467097,0.769150846,-0.793689691,0.427376103,,0,0
FAM104B,2.569304191,-0.164346221,0.20708242,-0.793627103,0.427412549,,0,0
ACVR2A,15.42704318,-0.151304087,0.190664489,-0.793561968,0.42745048,0.892614719,0,0
MIEN1,2.611904983,-0.642512145,0.809699797,-0.793518965,0.427475525,,0,0
RBM26,53.7282362,-0.14495335,0.182676166,-0.793498969,0.427487169,0.892614719,0,0
ZNF354A,2.142608277,-0.156871449,0.197748354,-0.793288267,0.427609891,,0,0
GATC,4.323212817,0.144433677,0.182119614,0.793070407,0.427736803,,0,0
DKK1,1.603243328,-0.547540237,0.690556394,-0.792897209,0.427837714,,0,0
HERC2P2,9.995031855,-0.145795448,0.18388867,-0.792846279,0.427867389,0.89290615,0,0
VAPB,13.59734112,-0.126387999,0.159438159,-0.792708597,0.42794762,0.89290615,0,0
MEGF11,2.541971995,0.372047618,0.469347762,0.792690725,0.427958035,,0,0
HERC3,11.43208834,-0.130328251,0.16444735,-0.792522656,0.428055987,0.89290615,0,0
SOCS7,4.914933718,0.158415888,0.199902155,0.792467132,0.428088349,,0,0
ITGAM,4.276642602,-0.182606474,0.230442482,-0.792416711,0.428117738,,0,0
PPAP2C,10.53845501,-0.195590203,0.24686515,-0.792295724,0.428188264,0.89290615,0,0
RASSF7,5.207070958,-0.198279872,0.250338319,-0.79204763,0.428332905,,0,0
ST8SIA6,1.193383436,0.68048544,0.859177478,0.792019645,0.428349222,,0,0
LOC100130776,0.241124213,0.697719333,0.881090372,0.79188169,0.428429664,,0,0
BCAN,1.052234663,-0.425513069,0.537612733,-0.791486219,0.428660315,,0,0
EBNA1BP2,8.692003032,0.128617704,0.162505238,0.791468054,0.428670911,0.89290615,0,0
NDFIP2,10.22028222,0.167936409,0.212187255,0.791453799,0.428679226,0.89290615,0,0
CCDC39,1.594620388,0.278071297,0.351344426,0.791449292,0.428681855,,0,0
KIF27,7.355220134,0.133774362,0.169036298,0.791394299,0.428713936,0.89290615,0,0
RAP1B,38.49356756,-0.169349692,0.214017505,-0.791288972,0.428775382,0.89290615,0,0
GGNBP2,17.49785477,-0.101904691,0.128811927,-0.791112232,0.428878502,0.89290615,0,0
ABHD4,4.292389206,-0.145698627,0.184189716,-0.791024762,0.428929542,,0,0
TFAP2E,0.663346004,-0.384161641,0.485675677,-0.7909839,0.428953387,,0,0
LRRC57,3.907079768,-0.120048451,0.151786462,-0.790903548,0.429000278,,0,0
CHD9,40.96058695,-0.134864908,0.170529706,-0.790858738,0.429026429,0.89290615,0,0
COPG1,8.088457353,-0.647026482,0.818158736,-0.790832455,0.429041768,0.89290615,0,0
ZNF324,1.303483566,0.214615339,0.271390512,0.790798974,0.429061309,,0,0
LOC646938,1.962672334,-0.542553291,0.686104108,-0.790774002,0.429075884,,0,0
LIMS1,69.80338933,-0.141543458,0.179018478,-0.790663953,0.429140116,0.89290615,0,0
C4ORF33,4.058676031,-0.136868524,0.173110132,-0.790644212,0.42915164,,0,0
KCP,0.587140053,-0.821981786,1.039732346,-0.790570564,0.42919463,,0,0
ATP6V0A4,0.756055334,0.634118598,0.802296587,0.790379278,0.4293063,,0,0
MAP3K2,15.48634076,-0.120450998,0.152440036,-0.790153305,0.429438242,0.89290615,0,0
PANK2,15.81762514,-0.102698102,0.129976984,-0.790125293,0.4294546,0.89290615,0,0
SYT8,1.070939473,0.567833791,0.718772323,0.790005087,0.429524797,,0,0
ANXA2P1,98.20883077,-0.98391342,1.245603709,-0.789908872,0.42958099,0.89290615,0,0
NCRNA00185,0.255254851,0.587701261,0.744022468,0.789897196,0.429587809,,0,0
PMAIP1,4.181128739,-0.230431226,0.291814379,-0.789650006,0.429732196,,0,0
CACNA1C,41.41995517,-0.357986785,0.453455467,-0.78946404,0.429840839,0.89290615,0,0
FBXO4,5.25570642,-0.118205693,0.149731801,-0.789449485,0.429849343,,0,0
FAM18B2-CDRT4,16.54176142,0.39502653,0.500423187,0.789384946,0.429887052,0.89290615,0,0
RASIP1,1.686756073,0.312067838,0.395360532,0.789324713,0.429922246,,0,0
SLC22A17,1.542346712,-0.220296253,0.279096432,-0.789319487,0.4299253,,0,0
RARA,8.118548664,0.142346679,0.180364335,0.789217441,0.42998493,0.89290615,0,0
FOSB,13.37700448,0.285843237,0.362341637,0.788877701,0.43018349,0.89290615,0,0
OPTN,12.46370435,-0.119155787,0.151063971,-0.788777004,0.430242352,0.89290615,0,0
SPATA5L1,2.408645513,-0.152867925,0.193838479,-0.788635601,0.430325017,,0,0
CMYA5,2.985387207,0.306164509,0.388341315,0.788390256,0.430468469,,0,0
SMC6,12.87391755,0.126072061,0.159919471,0.788347156,0.430493672,0.89290615,0,0
C1ORF87,0.369953081,0.782583107,0.992714522,0.788326442,0.430505785,,0,0
RGS14,3.355802994,-0.167625797,0.212636451,-0.788321081,0.43050892,,0,0
GEMIN7,2.633918178,0.162367467,0.205986446,0.78824345,0.430554318,,0,0
TMEM67,7.158414209,0.16913509,0.214579916,0.788214917,0.430571005,0.89290615,0,0
RBMXL1,2.185263699,0.410984871,0.521481157,0.788110684,0.430631967,,0,0
CCDC106,0.948311324,0.249083524,0.316096846,0.787997497,0.43069817,,0,0
FAM65B,17.44470982,-0.311137892,0.394919147,-0.787852132,0.430783203,0.89290615,0,0
TRERF1,14.20831153,-0.243465395,0.309097854,-0.787664461,0.430892999,0.89290615,0,0
FLJ23867,0.90105293,0.523906029,0.665149173,0.787651928,0.430900331,,0,0
VPS13C,52.78272503,-0.134784101,0.17114926,-0.787523714,0.430975352,0.89290615,0,0
RAD54B,8.608596092,0.232084841,0.29474752,0.787402184,0.431046469,0.89290615,0,0
CCDC92,10.50316477,-0.114162037,0.145012628,-0.787255832,0.43113212,0.89290615,0,0
RPL23AP32,0.407503377,0.97617178,1.240694495,0.786794641,0.431402091,,0,0
NSRP1,10.93882141,-0.672153895,0.854310962,-0.786778966,0.431411269,0.89290615,0,0
C6ORF72,4.863639235,0.32028482,0.407114234,0.786719779,0.431445923,,0,0
FAM150B,0.567279824,0.478542162,0.608305339,0.786680851,0.431468717,,0,0
PLCL1,18.8980492,-0.341711715,0.434532271,-0.786389728,0.431639199,0.89290615,0,0
FUT1,1.238063514,0.231505201,0.294416737,0.786318072,0.431681168,,0,0
FUNDC2,9.066807679,0.12974266,0.165009039,0.786276082,0.431705762,0.89290615,0,0
CRIP1,32.65447197,-0.223935408,0.284916783,-0.785967768,0.43188637,0.89290615,0,0
LOC146880,16.95082481,0.105399298,0.134117902,0.785870464,0.43194338,0.89290615,0,0
RGS11,0.429375204,0.666585181,0.8482597,0.78582677,0.431968981,,0,0
LOC100422737,0.889758698,1.539753221,1.959770621,0.785680326,0.432054792,,0,0
CPA3,5.02705008,0.268486533,0.341759184,0.785601516,0.432100976,,0,0
GSTM5,0.264082645,1.07155631,1.36441412,0.785360027,0.43224251,,0,0
LACTB,6.513119972,-0.144972484,0.184603806,-0.785316876,0.432267804,0.89290615,0,0
SERINC3,14.47766441,-0.090307328,0.114995192,-0.78531395,0.432269519,0.89290615,0,0
S100A1,0.30645387,0.865069766,1.101696374,0.785216133,0.432326858,,0,0
RPL30,324.8893148,0.126677314,0.16135739,0.785072896,0.43241083,0.89290615,0,0
ADAMTS9,13.72016607,-0.228528002,0.291192012,-0.784801754,0.432569812,0.89290615,0,0
DCPS,3.06412854,0.162617164,0.207213334,0.784781368,0.432581766,,0,0
ZNF788,0.390709921,-0.40302653,0.513668833,-0.784603823,0.432685888,,0,0
C6ORF48,9.617688192,-0.662711061,0.844758393,-0.784497753,0.4327481,0.89290615,0,0
DUSP9,0.289752112,1.094987886,1.395789891,0.784493349,0.432750683,,0,0
AUH,31.20703477,-0.118500498,0.1510878,-0.784315463,0.432855028,0.89290615,0,0
RNF146,8.005015644,0.133502757,0.170221524,0.784288344,0.432870937,0.89290615,0,0
METTL17,7.214534045,0.089629396,0.114296135,0.784185712,0.432931148,0.89290615,0,0
RNF40,9.018324623,-0.102759104,0.131059007,-0.78406747,0.433000522,0.89290615,0,0
PAPPA2,0.432843349,-1.166320217,1.488523213,-0.78354184,0.433308994,,0,0
CRADD,22.11499794,0.219910142,0.280686353,0.783472866,0.433349481,0.89290615,0,0
MYADM,7.41005101,-0.167535484,0.213888063,-0.783285804,0.433459298,0.89290615,0,0
BCAT2,5.73184724,0.129528873,0.165372276,0.783256279,0.433476632,0.89290615,0,0
SYBU,9.645186011,0.356623704,0.455406365,0.783088977,0.433574864,0.89290615,0,0
LOC100505549,0.497421162,-0.652008959,0.832844558,-0.782869928,0.433703498,,0,0
PALM2-AKAP2,25.0199876,0.244622136,0.312559102,0.782642815,0.433836892,0.89290615,0,0
TESK1,2.558969781,0.152329493,0.194642546,0.78261149,0.433855292,,0,0
LOC339874,1.907347046,-0.512199969,0.654504692,-0.782576467,0.433875865,,0,0
KANSL3,6.481550066,-0.618164295,0.789982786,-0.782503501,0.433918729,0.89290615,0,0
IER3,4.738288391,-0.608171884,0.777381522,-0.782333857,0.434018395,,0,0
VPRBP,8.220348451,0.090103952,0.115177435,0.782305597,0.434034998,0.89290615,0,0
BAZ2A,9.276644856,-0.092164474,0.117813297,-0.782292632,0.434042616,0.89290615,0,0
UBE2I,14.21764551,0.138420053,0.176985003,0.782100465,0.434155533,0.89290615,0,0
SDF4,13.67724868,0.11029279,0.141023739,0.782086696,0.434163625,0.89290615,0,0
LILRB3,90.78590061,-0.494641101,0.632468899,-0.782079723,0.434167723,0.89290615,0,0
IRF7,5.314018915,-0.232006723,0.296716073,-0.781914915,0.434264579,0.89290615,0,0
C3ORF79,0.361099918,1.514562931,1.937385111,0.781756256,0.434357833,,0,0
ASB13,1.991059179,0.177121844,0.226605662,0.781630267,0.434431894,,0,0
ATP13A5,1.617344583,0.925292063,1.183968698,0.781517336,0.434498284,,0,0
MAGEH1,3.01691204,-0.143828114,0.184083749,-0.781318908,0.434614952,,0,0
RAPGEF1,69.79060504,-0.199645083,0.25554371,-0.781256104,0.434651882,0.89290615,0,0
BCKDK,5.327968721,-0.132540712,0.169655115,-0.781236173,0.434663602,0.89290615,0,0
ZNF618,11.15410465,-0.173357627,0.221904268,-0.781227099,0.434668938,0.89290615,0,0
JPX,14.82463003,-0.691520877,0.885601145,-0.780849123,0.434891239,0.89290615,0,0
UQCRQ,47.81263842,-0.15485855,0.198325287,-0.78083109,0.434901846,0.89290615,0,0
SLMO2-ATP5E,1.273754746,0.742299911,0.950654249,0.780830583,0.434902144,,0,0
CCDC56,7.638325468,0.366930558,0.469969176,0.780754519,0.434946889,0.89290615,0,0
WDR7,11.14871362,-0.152269866,0.195048076,-0.780678633,0.43499153,0.89290615,0,0
C7ORF70,1.720882602,0.311867691,0.399506947,0.780631461,0.435019282,,0,0
PLXNA4,1.17454666,-0.581999769,0.745737439,-0.780435229,0.435134738,,0,0
CS,17.99773002,-0.119539601,0.153172475,-0.780424819,0.435140864,0.89290615,0,0
RRAD,4.359722843,0.303013065,0.388297336,0.780363492,0.435176951,,0,0
TRIM8,9.180645854,-0.123057694,0.157693963,-0.780357672,0.435180375,0.89290615,0,0
AMTN,0.38430983,1.215631137,1.557970953,0.780265598,0.435234558,,0,0
ZNF490,2.747994786,-0.136929606,0.175491345,-0.780264155,0.435235407,,0,0
ERC1,37.85457986,0.195853729,0.251097979,0.779989269,0.435397192,0.89290615,0,0
CCBL1,1.972598119,-0.306741739,0.393286965,-0.779943822,0.435423943,,0,0
BUB3,12.88122391,0.117538254,0.150762389,0.779625838,0.435611143,0.89290615,0,0
CAP2,2.309824496,0.253939886,0.32573238,0.779596693,0.435628303,,0,0
S1PR4,0.582257894,-0.332290877,0.426538844,-0.779040132,0.435956075,,0,0
CDC42SE1,19.90671592,-0.088278995,0.113325038,-0.778989321,0.435986005,0.89290615,0,0
KIF15,1.551062813,0.3020069,0.387719823,0.77893077,0.436020497,,0,0
SERAC1,2.292449948,-0.160458678,0.206007288,-0.778898066,0.436039763,,0,0
FBLN7,1.189746547,-0.374343748,0.480851455,-0.778501852,0.436273216,,0,0
FAM161B,0.791762705,0.298881022,0.384107106,0.77811896,0.436498886,,0,0
SPRR1A,1.709803983,1.27947303,1.644392964,0.778082282,0.436520507,,0,0
THBD,4.307151461,0.196122256,0.252087891,0.77799158,0.436573977,,0,0
RHBDF1,5.620248138,-0.160550711,0.20636882,-0.777979499,0.436581099,0.89290615,0,0
HOOK3,27.72224176,0.164259585,0.211137999,0.777972634,0.436585146,0.89290615,0,0
SRI,16.07360912,0.162929106,0.209480082,0.777778512,0.436699598,0.89290615,0,0
PRR14,3.930414446,0.128584545,0.16532857,0.777751512,0.436715518,,0,0
DNAJC19,3.418395126,-0.16304953,0.209693258,-0.777562102,0.43682721,,0,0
AMOTL2,6.921591604,-0.127605799,0.164122492,-0.777503421,0.436861817,0.89290615,0,0
MUC15,1.920369322,-0.303105755,0.389895245,-0.777403056,0.43692101,,0,0
GDF11,1.218777072,0.231536782,0.297835299,0.777398726,0.436923564,,0,0
MTMR10,8.840628657,-0.102468298,0.131811158,-0.777387127,0.436930405,0.89290615,0,0
