geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,NSCLC,SCLC
UBXN1,9.123256712,0.131323051,0.141548062,0.927762978,0.353530532,0.871835002,0,0
CLK2,9.16827902,-0.121494827,0.1309717,-0.927641822,0.353593396,0.871835002,0,0
MRPL50,6.151972815,-0.184421848,0.198820214,-0.927580975,0.35362497,0.871835002,0,0
GLB1L3,3.172021999,-0.823314759,0.88779637,-0.927368918,0.353735023,,0,0
TF,0.883833669,0.921567811,0.993985321,0.927144286,0.353851625,,0,0
TUSC1,1.753625822,-0.242744193,0.26182165,-0.927135678,0.353856094,,0,0
ZNF510,3.681669476,0.170460463,0.183876952,0.927035502,0.353908102,,0,0
UBE2A,12.41608721,-0.110204188,0.118882326,-0.927002289,0.353925346,0.871835002,0,0
BRAP,4.170600106,-0.147510039,0.159139617,-0.926922171,0.353966945,,0,0
MYLIP,13.06004713,0.203925978,0.220022642,0.926840874,0.354009159,0.871835002,0,0
LSM14B,6.836895237,0.134457457,0.145100551,0.926650213,0.354108175,0.871835002,0,0
AP1B1,16.28991474,-0.163167937,0.176105882,-0.926533143,0.354168982,0.871835002,0,0
ARRDC5,0.43597801,-0.771476915,0.832819868,-0.926343072,0.354267718,,0,0
INMT,6.787641637,0.296608267,0.320288603,0.92606563,0.354411874,0.871835002,0,0
SLC9A11,0.367231274,-1.352802874,1.460970593,-0.925961741,0.354465863,,0,0
LMNB1,6.656998752,0.195908984,0.211593933,0.92587241,0.354512291,0.871835002,0,0
POTEE,81.99440322,-0.884890305,0.955768201,-0.92584196,0.354528117,0.871835002,0,0
RAD51D,0.978300121,-0.515242877,0.55661312,-0.925675049,0.354614878,,0,0
C1QB,59.1254573,0.246041438,0.265803536,0.925651484,0.354627129,0.871835002,0,0
ADNP2,8.014897644,0.148153579,0.16006156,0.925603741,0.354651949,0.871835002,0,0
ZBTB7C,8.210481217,0.439684946,0.475122974,0.925412935,0.354751153,0.871835002,0,0
CARKD,6.704050812,-0.142066799,0.153529348,-0.925339687,0.354789241,0.871835002,0,0
C1ORF86,4.134083845,0.218745006,0.23641835,0.925245464,0.354838239,,0,0
CHRNA1,0.232495088,-0.997313043,1.078031847,-0.925123916,0.354901454,,0,0
PHIP,50.29558582,-0.172426698,0.186383649,-0.925117085,0.354905007,0.871835002,0,0
HNRNPR,16.51984176,0.177652896,0.192037806,0.925093345,0.354917355,0.871835002,0,0
PABPC1,108.2409043,0.18265815,0.197458733,0.925044675,0.354942669,0.871835002,0,0
RNASEK-C17ORF49,1.154109749,1.244814245,1.345869614,0.924914444,0.355010413,,0,0
PPM1G,11.11009999,0.137117081,0.148282217,0.924703471,0.355120173,0.871835002,0,0
ALDH1B1,2.558618249,-0.193736424,0.209512678,-0.924700243,0.355121853,,0,0
PRPSAP1,5.97255461,0.157483098,0.170313224,0.924667472,0.355138904,0.871835002,0,0
GUSBP3,0.652861262,1.049810194,1.135543358,0.924500317,0.355225887,,0,0
SNORA28,10.25836336,-0.374020308,0.404597664,-0.924425279,0.355264938,0.871835002,0,0
GPI,32.20201256,0.198548153,0.214781354,0.924419878,0.355267749,0.871835002,0,0
HEATR6,3.674219426,-0.144482248,0.156299197,-0.924395329,0.355280526,,0,0
SEC63,28.17514383,-0.147017999,0.159042413,-0.924394924,0.355280737,0.871835002,0,0
LCK,2.457361246,-0.272019713,0.294270301,-0.924387244,0.355284733,,0,0
AMPD3,6.387507064,-0.21005478,0.227329278,-0.924011118,0.355480527,0.871835002,0,0
CCNA2,1.790195969,0.265751802,0.28765273,0.923863308,0.355557489,,0,0
TFEC,5.815601564,-0.24490833,0.265114125,-0.923784538,0.355598507,0.871835002,0,0
CENPP,10.74359382,-0.301495413,0.326370475,-0.923782745,0.355599441,0.871835002,0,0
TUBBP5,1.74435656,-0.411715647,0.445704173,-0.92374196,0.35562068,,0,0
SYNPO2,7.57537647,0.278805974,0.301825616,0.923731979,0.355625878,0.871835002,0,0
NFATC2IP,6.179196724,-0.132294223,0.143238087,-0.923596691,0.355696337,0.871835002,0,0
B3GNT7,5.744831489,0.251569528,0.272408595,0.923500701,0.355746335,0.871835002,0,0
ZBTB17,4.05095843,0.174449642,0.188947939,0.923268297,0.355867405,,0,1
MRFAP1,22.21461154,0.12231722,0.132491591,0.923207424,0.355899121,0.871835002,0,0
NOB1,5.420235105,-0.164083406,0.177744652,-0.92314117,0.355933642,0.871835002,0,0
C6ORF120,2.430048644,0.240199315,0.260218944,0.923066214,0.3559727,,0,0
ZIK1,0.612715004,-0.362529267,0.392788117,-0.922963937,0.356025999,,0,0
C6ORF47,0.678862857,-0.996935043,1.080419818,-0.922729319,0.356148283,,0,0
EPHA5,21.64306888,-0.537217638,0.582252371,-0.922654272,0.356187403,0.871965349,0,0
PQLC3,5.39912419,0.149849784,0.162427172,0.922565983,0.35623343,0.871965349,0,0
DYM,26.0200062,-0.231379659,0.250843235,-0.922407413,0.356316105,0.871965349,0,0
PPAN,1.154746693,-0.412019511,0.446694961,-0.922373313,0.356333885,,0,0
SGK1,34.99898932,0.243154887,0.26369795,0.922096236,0.35647838,0.871965349,0,0
CD52,24.92015097,0.249764756,0.270902685,0.921972242,0.356543054,0.871965349,0,0
SP140L,12.76500313,-0.236114516,0.256150679,-0.921779778,0.356643458,0.871965349,0,0
POLR1E,3.169949964,0.165906979,0.180037147,0.921515265,0.356781475,,0,0
RPL38,286.6105964,0.130960826,0.142131681,0.921404891,0.356839076,0.872176,0,0
LOC155060,2.398708198,0.32058809,0.347945596,0.921374185,0.356855102,,0,0
CCDC164,0.676172045,0.879826298,0.95503332,0.921251939,0.356918907,,0,0
NHLRC2,7.839234087,0.163700255,0.177774108,0.920832942,0.357137653,0.872638093,0,0
CA4,0.407876988,0.845639726,0.918470471,0.920704315,0.357204823,,0,0
EBF4,2.489983534,-0.307798258,0.334396645,-0.920458571,0.357333173,,0,0
FAM41C,2.319017829,0.389727679,0.423468215,0.920323333,0.357403819,,0,0
TMEM55B,3.569767768,0.160713501,0.174635985,0.92027712,0.357427962,,0,0
GPR125,22.4101686,-0.22941432,0.249301219,-0.920229435,0.357452875,0.872938769,0,0
GMPR2,5.796826425,0.168366591,0.182999384,0.920039112,0.357552321,0.872938769,0,0
ATP10A,18.77164499,0.312329561,0.339500387,0.919968204,0.357589375,0.872938769,0,0
HYMAI,0.345159335,-0.804890032,0.874912653,-0.919966158,0.357590444,,0,0
LUZP1,9.52554294,-0.182093884,0.198020504,-0.919570852,0.357797065,0.873060326,0,0
CCNB1IP1,718.4046383,-0.37849852,0.411695718,-0.919364725,0.357904834,0.873060326,0,0
SSR4,68.7299314,-0.178025252,0.193669158,-0.919223557,0.357978652,0.873060326,0,0
LOC100630923,6.440134462,-0.742934062,0.808449572,-0.918961537,0.358115691,0.873060326,0,0
KLRD1,1.959166268,0.530179267,0.576945206,0.918942147,0.358125833,,0,0
NSMAF,10.02142935,-0.124518902,0.135519689,-0.918825172,0.358187024,0.873060326,0,0
FNTB,1.499064026,-0.323874361,0.352489304,-0.918820392,0.358189524,,0,0
CDADC1,2.793139127,-0.181848379,0.197931074,-0.918745985,0.358228451,,0,0
TMEM2,41.80737535,0.213337187,0.232473701,0.917683102,0.358784797,0.874249927,0,0
PCDH9,3.120795605,0.48784554,0.53167869,0.917557067,0.358850803,,0,0
LAMC2,17.38006559,-0.26363777,0.287362637,-0.917439279,0.358912498,0.874293728,0,1
SLC5A10,0.798119491,0.537650205,0.586209043,0.917164638,0.359056374,,0,0
TGFA,7.652559974,0.321520911,0.350626486,0.916989798,0.359147986,0.874599986,1,0
KBTBD12,2.264046153,0.680073961,0.741898995,0.916666508,0.359317422,,0,0
SNORA2B,0.421162149,1.573639346,1.717321268,0.916333697,0.359491899,,0,0
FAM120B,33.39238112,0.14358364,0.156698667,0.916304156,0.359507389,0.874646301,0,0
HYLS1,1.072992728,0.281860343,0.30764854,0.916176438,0.359574362,,0,0
RPS6KA1,9.045944242,0.139191044,0.151939796,0.916093397,0.359617911,0.874646301,0,0
C1QC,40.85709712,0.268852152,0.293503197,0.916010984,0.359661134,0.874646301,0,0
SEC16A,9.979715319,0.11779343,0.128617672,0.915841726,0.359749915,0.874646301,0,0
PENK,0.373181093,1.085978629,1.185826348,0.915799039,0.359772308,,0,0
DCTN2,13.67288481,0.132999495,0.145258359,0.915606478,0.359873332,0.874646301,0,0
SLAMF1,1.974598738,-0.449697114,0.491219125,-0.915471511,0.359944152,,0,0
C19ORF25,1.637979329,0.218582485,0.238854605,0.915127785,0.36012455,,0,0
GOLGA2P5,1.447921477,-0.558988571,0.610916674,-0.914999697,0.360191789,,0,0
BACE2,17.29596764,0.208132886,0.22747923,0.914953361,0.360216115,0.874646301,0,0
PDSS2,27.28689197,0.196166232,0.214419511,0.914871183,0.36025926,0.874646301,0,0
TRIM16,7.439885642,0.213484647,0.233369016,0.914794305,0.360299625,0.874646301,0,0
WDR5B,1.75646831,-0.19950754,0.218133492,-0.914612142,0.360395282,,0,0
EXOC1,20.46091606,0.11379424,0.124423483,0.914572051,0.360416337,0.874646301,0,0
C2ORF49,3.648864019,0.165769508,0.181262315,0.914528255,0.360439338,,0,0
CD1A,0.565320279,0.630451412,0.689515426,0.914339823,0.360538312,,0,0
DCAF8,16.6302369,0.134687356,0.147362568,0.913986216,0.360724089,0.874646301,0,0
LRP5L,5.932310016,-0.22172622,0.242628541,-0.913850524,0.360795394,0.874646301,0,0
SCARNA2,361.9601915,0.206229566,0.225671736,0.913847563,0.36079695,0.874646301,0,0
GSTZ1,3.069820038,-0.206427715,0.225928385,-0.9136865,0.3608816,,0,0
PIP4K2B,6.687147913,0.149389221,0.163517024,0.91360042,0.360926846,0.874646301,0,0
AZI2,12.75494671,-0.166277138,0.182031755,-0.913451273,0.36100525,0.874646301,0,0
GPX3,17.99936181,0.25857853,0.283110434,0.913348643,0.361059207,0.874646301,0,0
RSL24D1,17.45406515,0.156360607,0.171200593,0.913318139,0.361075245,0.874646301,0,0
HERPUD2,15.37171885,-0.155161646,0.169892599,-0.913292559,0.361088695,0.874646301,0,0
CYB5D2,1.486766379,0.250288826,0.274054301,0.913281876,0.361094312,,0,0
ARHGAP26,105.4307846,0.280181476,0.306816343,0.913189543,0.361142863,0.874646301,0,0
LETM2,0.742151216,0.498732231,0.54614701,0.913183121,0.36114624,,0,0
HNF1A,0.424921363,-0.64409947,0.70546538,-0.913013577,0.361235401,,0,0
NQO2,4.824092306,0.149116647,0.163342176,0.912909638,0.361290068,,0,0
SLC9A10,8.767019991,0.581703491,0.637424004,0.912584853,0.361460924,0.874939827,0,0
VWA5A,5.663605393,0.153196111,0.167878493,0.912541614,0.361483674,0.874939827,0,0
ZMAT5,2.802416835,0.185691168,0.203510711,0.912439284,0.361537517,,0,0
REEP6,0.963687799,-0.375417763,0.411512751,-0.912287073,0.361617617,,0,0
FES,3.663887644,0.183682284,0.201416509,0.911952476,0.361793735,,0,0
EMP3,7.402690683,-0.191776223,0.210319267,-0.911833831,0.361856198,0.87499989,0,0
GMFG,8.369535334,0.203326965,0.223047084,0.91158764,0.361985831,0.87499989,0,0
H3F3A,71.77842811,0.34014378,0.373221761,0.911371777,0.362099519,0.87499989,0,0
LPPR1,2.603142806,0.720662327,0.790999914,0.91107763,0.362254472,,0,0
CADPS2,70.9826012,0.327155063,0.359145331,0.910926677,0.362334009,0.87499989,0,0
KLHL8,6.001122778,0.205543179,0.225693434,0.91071847,0.36244373,0.87499989,0,0
COG7,9.642674792,-0.1320765,0.145046397,-0.910581046,0.362516161,0.87499989,0,0
EDA2R,0.886296616,-0.52926707,0.581326649,-0.910446941,0.362586852,,0,0
ANGEL2,8.312292862,-0.119925231,0.131749526,-0.910251709,0.36268978,0.87499989,0,0
GNG10,9.952660176,0.417816806,0.459080371,0.910116904,0.362760861,0.87499989,0,0
RPL21P44,0.297630408,-0.595890461,0.655108586,-0.909605635,0.363030526,,0,0
HSD17B8,1.166215258,-0.569978072,0.626664452,-0.90954269,0.363063734,,0,0
MAPK13,6.766872892,-0.180912164,0.199000494,-0.909104096,0.363295181,0.87499989,0,0
C12ORF35,25.02454399,-0.531965585,0.585154231,-0.909103202,0.363295652,0.87499989,0,0
RRAGC,4.602084472,-0.133367723,0.146704591,-0.909090317,0.363302453,,0,0
MSS51,0.444137921,-0.744186153,0.818613752,-0.909080933,0.363307406,,0,0
RNF11,13.71080367,-0.116088466,0.127704375,-0.909040636,0.363328676,0.87499989,0,0
HECW2,20.86191562,0.294406697,0.324013142,0.908625788,0.36354769,0.87499989,0,0
EXOSC8,3.47522973,0.480040326,0.528351797,0.908561926,0.363581412,,0,0
PPP2R3A,15.67002083,0.21182226,0.233199855,0.908329297,0.363704268,0.87499989,0,0
ULK4,7.745427351,0.230370748,0.253632607,0.90828522,0.363727549,0.87499989,0,0
ARHGEF37,1.924942156,0.269031334,0.296217381,0.908222649,0.3637606,,0,0
MMP16,1.048050416,0.656259676,0.722671648,0.908102148,0.363824256,,0,0
ASB9,1.053405928,0.444870917,0.490120519,0.907676581,0.36404912,,0,0
IQCJ-SCHIP1,24.62871686,0.272800533,0.300626079,0.907441341,0.364173456,0.87499989,0,0
RAB1A,35.57584205,0.147136582,0.162158344,0.907363616,0.364214543,0.87499989,0,0
EYA3,12.83098064,0.213867808,0.235773429,0.907090376,0.364359007,0.87499989,0,0
ARHGEF7,36.75379282,-0.195498112,0.215523068,-0.907086716,0.364360942,0.87499989,0,0
PHTF2,15.53515745,-0.151283637,0.166781961,-0.907074337,0.364367488,0.87499989,0,0
SUPT3H,45.72925398,-0.19391665,0.213834405,-0.906854299,0.364483851,0.87499989,0,0
LOC400927,14.67797639,0.449386296,0.495551516,0.906840725,0.36449103,0.87499989,0,0
VPS28,13.38753232,0.124252724,0.137029012,0.906762174,0.364532577,0.87499989,0,0
ZFHX3,40.73055036,-0.160278507,0.176781138,-0.906649367,0.364592247,0.87499989,0,0
BRK1,6.366414502,-0.712903392,0.786379282,-0.906564311,0.364637242,0.87499989,0,0
ASH1L,29.90813622,0.155600045,0.171661092,0.906437469,0.364704348,0.87499989,0,0
CKLF,14.36270956,0.209125631,0.230758346,0.906253813,0.364801526,0.87499989,0,0
TPGS2,3.88480188,-0.659025481,0.727287435,-0.906141712,0.36486085,,0,0
KCNE1,2.978374355,0.637840131,0.703936141,0.906105106,0.364880223,,0,0
DGAT1,4.066851206,-0.16101479,0.177769937,-0.90574814,0.365069176,,0,0
C19ORF12,3.697307754,-0.160313347,0.177013602,-0.905655528,0.365118208,,0,0
DAXX,1.66463235,-0.527908982,0.582918283,-0.905631196,0.365131091,,0,0
SNX7,3.933009178,-0.178865822,0.197522441,-0.905546837,0.365175759,,0,0
SRPX2,7.751424751,-0.236653167,0.261386497,-0.905376403,0.365266012,0.87499989,0,0
RNPS1,20.69554041,-0.132532266,0.146432656,-0.905073152,0.365426634,0.87499989,0,0
MBD1,6.250074504,0.125548996,0.138739534,0.904925884,0.365504653,0.87499989,0,0
CHKA,16.46828843,0.163512501,0.180715332,0.904807023,0.365567631,0.87499989,0,0
FAM114A1,10.99282553,0.168708817,0.186511834,0.904547521,0.365705148,0.87499989,0,0
LRRC18,0.300251157,0.82862376,0.916116908,0.904495652,0.365732639,,0,0
MBD4,7.220798763,-0.107347486,0.118725182,-0.904167797,0.365906433,0.87499989,0,0
USP30,2.341928879,-0.174832855,0.193383478,-0.904073383,0.365956491,,0,0
CHTF18,2.77465774,-0.205542327,0.227360162,-0.904038441,0.365975018,,0,0
C7ORF43,3.045272365,0.177178816,0.195985985,0.904038195,0.365975149,,0,0
TMED6,0.452781625,0.743920828,0.822957704,0.903959977,0.366016624,,0,0
ALG11,4.676160823,-0.132080441,0.146139595,-0.903796409,0.366103366,,0,0
TSPAN13,25.15672973,-0.188258904,0.208305919,-0.903761663,0.366121794,0.87499989,0,0
ARMC7,1.392338938,0.247158971,0.273479625,0.903756435,0.366124567,,0,0
TOMM7,67.63090264,-0.185604276,0.205390968,-0.903663282,0.366173975,0.87499989,0,0
HMGXB4,7.147898514,-0.14576497,0.161342141,-0.90345256,0.366285755,0.87499989,0,0
LOC399753,0.390038838,0.706448212,0.781992522,0.903395099,0.36631624,,0,0
MAB21L2,0.413873113,0.720598636,0.797685574,0.903361749,0.366333934,,0,0
TBCB,10.66012394,-0.141009028,0.156095898,-0.903348706,0.366340854,0.87499989,0,0
STAG3L3,1.706570646,0.59553,0.659275558,0.90330969,0.366361555,,0,0
KPNA2,13.55020511,0.20538091,0.227400783,0.903167117,0.366437207,0.87499989,0,0
HNRNPH3,8.423947467,0.184495546,0.204279047,0.903154528,0.366443888,0.87499989,0,0
HIST1H2AG,16.14619684,0.233468601,0.258507195,0.903141599,0.366450749,0.87499989,0,0
TBX15,3.076574822,-0.715648361,0.792527086,-0.902995461,0.366528304,,0,0
PRKRA,12.39954152,0.141990107,0.1572625,0.902885985,0.36658641,0.87499989,0,0
PLIN4,0.290065487,0.933580087,1.03404047,0.902846759,0.366607231,,0,0
F2R,4.084658955,-0.179772758,0.199127191,-0.902803667,0.366630104,,0,0
HIST1H2BK,69.63332733,0.178578571,0.197881584,0.902451692,0.366816972,0.87499989,0,0
TSC1,7.697591292,-0.139654239,0.154750881,-0.902445518,0.366820251,0.87499989,0,0
SNORA68,10367.57004,0.809144253,0.896634101,0.902424135,0.366831605,0.87499989,0,0
ABCA17P,0.453118732,1.556244606,1.724752489,0.902300252,0.366897392,,0,0
IDH1,25.8974601,-0.197298838,0.218684006,-0.902209729,0.366945468,0.87499989,0,0
LACE1,3.556453414,-0.289635812,0.321049393,-0.902153433,0.366975368,,0,0
ZNF326,8.990102943,0.133257485,0.147739049,0.901978764,0.367068149,0.87499989,0,0
MT1A,0.427023266,1.763557332,1.95532398,0.901925896,0.367096234,,0,0
LYRM5,3.880083581,0.172442728,0.191201789,0.901888673,0.367116009,,0,0
ACPL2,1.294526174,0.48297488,0.535532519,0.901859108,0.367131716,,0,0
HIRIP3,1.342833336,0.24831021,0.275338012,0.901837738,0.367143069,,0,0
HTR7P1,0.406465214,0.495913741,0.550005603,0.901652161,0.367241673,,0,0
RTN1,2.623120526,-0.351700367,0.390079259,-0.90161258,0.367262706,,0,0
GPR173,0.667518221,-0.832133596,0.92293952,-0.90161227,0.367262871,,0,0
RGNEF,11.56658433,0.524189827,0.581423841,0.90156232,0.367289415,0.87499989,0,0
PSEN1,17.60589493,-0.134435394,0.14912652,-0.901485489,0.367330246,0.87499989,0,0
VAMP1,1.737224076,-0.236926665,0.262832467,-0.901436063,0.367356514,,0,0
MTSS1,47.13355822,0.284061513,0.315129982,0.901410623,0.367370035,0.87499989,0,0
FAM198A,0.483834117,-0.553806469,0.61444198,-0.901316134,0.367420258,,0,0
MMP2,22.22922048,-0.263922384,0.292923387,-0.900994579,0.367591202,0.87499989,0,0
TAL1,0.417233784,0.836928528,0.928905564,0.900983438,0.367597126,,0,0
CCNJ,4.103018735,-0.132457032,0.147022535,-0.900930137,0.367625467,,0,0
MLL,14.69346401,0.446700642,0.495876617,0.900830221,0.367678597,0.87499989,0,0
TP63,49.09956122,0.665163973,0.738424877,0.900787601,0.367701261,0.87499989,0,0
INPP5F,5.770420365,0.186277934,0.206801103,0.900758902,0.367716523,0.87499989,0,0
RAD51B,31.70875338,-0.875305699,0.971772678,-0.900730921,0.367731404,0.87499989,0,0
CASP8,17.02828152,-0.124086443,0.137797208,-0.90050041,0.367854007,0.87499989,0,0
STARD5,2.375761247,0.340867799,0.378557868,0.90043776,0.367887334,,0,0
BICD2,7.51092328,-0.194044727,0.2155285,-0.900320503,0.367949713,0.87499989,0,0
ONECUT1,0.271436708,-0.880914677,0.978462735,-0.90030478,0.367958078,,0,0
ARPC4,15.5486118,0.176130111,0.195733799,0.899845159,0.368202658,0.87499989,0,0
CDC5L,6.584279143,-0.119169684,0.132465432,-0.899628547,0.36831796,0.87499989,0,0
SAMD9,4.634134865,-0.185881111,0.206675647,-0.899385652,0.368447279,,0,0
SENP1,5.97843984,0.126806518,0.140997414,0.899353503,0.368464398,0.87499989,0,0
HMGN3,25.12936253,0.196141076,0.218155556,0.899088153,0.368605708,0.87499989,0,0
ARID4A,18.82355914,0.198337036,0.220607922,0.899047658,0.368627276,0.87499989,0,0
PIGF,3.858277558,-0.222968351,0.248007553,-0.899038549,0.368632128,,0,0
C15ORF24,6.150261319,0.414625311,0.461318427,0.898783327,0.368768082,0.87499989,0,0
C14ORF37,0.758399489,0.458777457,0.510561661,0.898574045,0.368879589,,0,0
NUDT16L1,3.356658972,-0.174056835,0.193707484,-0.898555033,0.368889719,,0,0
C20ORF96,2.566921952,0.247498009,0.275469779,0.898457935,0.368941462,,0,0
DUSP22,7.571931345,0.171719591,0.19114584,0.898369494,0.368988594,0.87499989,0,0
FAM214A,24.372222,-0.842320321,0.937680985,-0.898301591,0.369024785,0.87499989,0,0
C14ORF118,8.437204899,0.407023943,0.453134406,0.898241091,0.369057031,0.87499989,0,0
ZNF865,2.295240606,-0.197034003,0.219376603,-0.898154136,0.369103381,,0,0
ZMAT2,6.264326095,-0.357246947,0.397760972,-0.898144795,0.36910836,0.87499989,0,0
TXNDC9,7.645706653,0.166971457,0.185912547,0.898118276,0.369122497,0.87499989,0,0
MED29,3.974379698,0.154340983,0.171867168,0.89802482,0.369172317,,0,0
ZNF358,4.207185857,0.17283319,0.19250296,0.897820947,0.369281015,,0,0
PEAR1,1.086118195,-0.442169389,0.492514565,-0.897779316,0.369303214,,0,0
TNFRSF18,0.660002642,0.517833773,0.576885493,0.897637015,0.369379098,,0,0
KANSL1,26.84820958,-0.857220768,0.955087238,-0.897531382,0.369435436,0.87499989,0,0
NDUFA11,16.52923789,0.161725576,0.180238038,0.897288817,0.369564822,0.87499989,0,0
FOXF2,1.196560572,-0.282163883,0.314498689,-0.897186197,0.369619569,,0,0
LARGE,290.9807153,0.37966895,0.423197673,0.897143283,0.369642465,0.87499989,0,0
GJA5,2.762744561,-0.289576574,0.32280036,-0.897076367,0.369678168,,0,0
LINC00271,0.360022478,-1.323818301,1.47574958,-0.897048063,0.369693271,,0,0
SH3GL1,8.046512702,0.153202351,0.170789205,0.897025963,0.369705063,0.87499989,0,0
MDH1B,0.412004606,0.626383906,0.69844524,0.896826079,0.36981173,,0,0
HNRNPUL2,8.36499962,-0.231341848,0.257977576,-0.896751767,0.369851391,0.87499989,0,0
SMG5,9.093608075,0.116542511,0.12996915,0.896693646,0.369882412,0.87499989,0,0
PLEKHB1,2.606696822,0.272484875,0.303886393,0.896666916,0.369896679,,0,0
RBBP5,5.394053062,-0.124944393,0.139355456,-0.896587741,0.369938942,0.87499989,0,0
GSTA4,11.80797507,0.197355962,0.220140433,0.89650029,0.369985626,0.87499989,0,0
KIAA0100,10.87545019,0.113179894,0.126283088,0.896239517,0.370124854,0.87499989,0,0
FCGR1B,0.459872533,0.737246883,0.822642258,0.89619379,0.370149272,,0,0
MARVELD2,4.431646763,-0.174281975,0.194485511,-0.896118042,0.370189722,,0,0
DPCD,3.507915244,0.181452679,0.202518025,0.89598286,0.370261918,,0,0
